0,0,0,0,31,out
0,0,1,0,31,out
0,0,2,0,31,out
0,0,3,0,31,out
0,0,4,0,31,out
0,0,5,0,31,out
0,0,6,0,31,out
0,0,7,0,31,out
0,0,8,0,31,out
0,0,9,0,31,out
0,0,10,0,31,out
0,0,11,0,31,out
0,0,12,0,31,out
0,0,13,0,31,out
0,0,14,0,31,out
0,0,15,0,31,out
0,0,16,0,31,out
0,0,17,0,31,out
0,0,18,0,31,out
0,0,19,0,31,out
0,1,0,1,15,out
0,1,1,1,15,out
0,1,2,1,15,out
0,1,3,1,15,out
0,1,4,1,15,out
0,1,5,1,15,out
0,1,6,1,15,out
0,1,7,1,15,out
0,1,8,1,15,out
0,1,9,1,15,out
0,1,10,1,15,out
0,1,11,1,15,out
0,1,12,1,15,out
0,1,13,1,15,out
0,1,14,1,15,out
0,1,15,1,15,out
0,1,16,1,15,out
0,1,17,1,15,out
0,1,18,1,15,out
0,1,19,1,15,out
0,2,0,2,19,out
0,2,1,2,19,out
0,2,2,2,19,out
0,2,3,2,19,out
0,2,4,2,19,out
0,2,5,2,19,out
0,2,6,2,19,out
0,2,7,2,19,out
0,2,8,2,19,out
0,2,9,2,19,out
0,2,10,2,19,out
0,2,11,2,19,out
0,2,12,2,19,out
0,2,13,2,19,out
0,2,14,2,19,out
0,2,15,2,19,out
0,2,16,2,19,out
0,2,17,2,19,out
0,2,18,2,19,out
0,2,19,2,19,out
0,3,0,3,39,out
0,3,1,3,39,out
0,3,2,3,39,out
0,3,3,3,39,out
0,3,4,3,39,out
0,3,5,3,39,out
0,3,6,3,39,out
0,3,7,3,39,out
0,3,8,3,39,out
0,3,9,3,39,out
0,3,10,3,39,out
0,3,11,3,39,out
0,3,12,3,39,out
0,3,13,3,39,out
0,3,14,3,39,out
0,3,15,3,39,out
0,3,16,3,39,out
0,3,17,3,39,out
0,3,18,3,39,out
0,3,19,3,39,out
0,4,0,4,3,out
0,4,1,4,3,out
0,4,2,4,3,out
0,4,3,4,3,out
0,4,4,4,3,out
0,4,5,4,3,out
0,4,6,4,3,out
0,4,7,4,3,out
0,4,8,4,3,out
0,4,9,4,3,out
0,4,10,4,3,out
0,4,11,4,3,out
0,4,12,4,3,out
0,4,13,4,3,out
0,4,14,4,3,out
0,4,15,4,3,out
0,4,16,4,3,out
0,4,17,4,3,out
0,4,18,4,3,out
0,4,19,4,3,out
0,5,0,5,35,out
0,5,1,5,35,out
0,5,2,5,35,out
0,5,3,5,35,out
0,5,4,5,35,out
0,5,5,5,35,out
0,5,6,5,35,out
0,5,7,5,35,out
0,5,8,5,35,out
0,5,9,5,35,out
0,5,10,5,35,out
0,5,11,5,35,out
0,5,12,5,35,out
0,5,13,5,35,out
0,5,14,5,35,out
0,5,15,5,35,out
0,5,16,5,35,out
0,5,17,5,35,out
0,5,18,5,35,out
0,5,19,5,35,out
0,6,0,6,10,out
0,6,1,6,10,out
0,6,2,6,10,out
0,6,3,6,10,out
0,6,4,6,10,out
0,6,5,6,10,out
0,6,6,6,10,out
0,6,7,6,10,out
0,6,8,6,10,out
0,6,9,6,10,out
0,6,10,6,10,out
0,6,11,6,10,out
0,6,12,6,10,out
0,6,13,6,10,out
