10.001694,A,idle
10.001708,C,slurping,1
10.001723,A,slurping,2
10.001737,E,idle
10.001743,G,idle
10.001750,E,slurping,0
10.001756,G,slurping,1
10.012443,F,swallowing
10.012456,H,swallowing
10.012467,B,swallowing
10.012512,J,swallowing
10.012520,D,swallowing
10.023405,K,idle
10.023422,K,slurping,2
10.023432,I,idle
10.023451,I,slurping,0
11.001830,C,swallowing
11.001852,E,swallowing
11.001866,A,swallowing
11.001874,G,swallowing
11.012539,F,idle
11.012558,B,idle
11.012567,F,slurping,1
11.012591,B,slurping,2
11.012600,J,idle
11.012618,D,idle
11.012641,D,slurping,1
11.012700,J,slurping,0
11.012714,H,idle
11.012737,H,slurping,2
11.023538,K,swallowing
11.023550,I,swallowing
12.001968,C,idle
12.001990,A,idle
12.001997,C,slurping,0
12.002016,A,slurping,1
12.002024,E,idle
12.002041,E,slurping,2
12.002047,G,idle
12.002061,G,slurping,0
12.012650,F,swallowing
12.012666,B,swallowing
12.012711,D,swallowing
12.012777,J,swallowing
12.012804,H,swallowing
12.023621,K,idle
12.023637,I,idle
12.023646,K,slurping,1
12.023655,I,slurping,2
13.002107,C,swallowing
13.002135,A,swallowing
13.002148,E,swallowing
13.002158,G,swallowing
13.012755,F,idle
13.012776,B,idle
13.012789,F,slurping,0
13.012801,D,idle
13.012809,B,slurping,1
13.012812,D,slurping,2
13.012860,J,idle
13.012872,J,slurping,0
13.012886,H,idle
13.012897,H,slurping,1
13.023749,K,swallowing
13.023767,I,swallowing
14.002231,C,idle
14.002246,A,idle
14.002261,C,slurping,2
14.002276,A,slurping,0
14.002293,E,idle
14.002307,G,idle
14.002312,E,slurping,1
14.002322,G,slurping,2
14.012871,F,swallowing
14.012877,D,swallowing
14.012886,B,swallowing
14.012957,J,swallowing
14.012970,H,swallowing
14.023827,K,idle
14.023839,I,idle
14.023843,K,slurping,0
14.023864,I,slurping,1
15.002382,C,swallowing
15.002406,E,swallowing
15.002420,A,swallowing
15.002435,G,swallowing
15.012950,F,idle
15.012954,B,idle
15.012974,F,slurping,2
15.012980,B,slurping,0
15.012987,D,idle
15.013000,D,slurping,1
15.013024,J,idle
15.013033,J,slurping,2
15.013045,H,idle
15.013063,H,slurping,0
15.023933,K,swallowing
15.023940,I,swallowing
16.002495,C,idle
16.002510,E,idle
16.002526,C,slurping,1
16.002537,E,slurping,2
16.002548,A,idle
16.002559,A,slurping,0
16.002571,G,idle
16.002584,G,slurping,1
16.013046,F,swallowing
16.013060,B,swallowing
16.013073,D,swallowing
16.013081,J,swallowing
16.013134,H,swallowing
16.024017,I,idle
16.024036,K,idle
16.024052,K,slurping,0
16.024086,I,slurping,2
17.002645,C,swallowing
17.002670,E,swallowing
17.002680,A,swallowing
17.002686,G,swallowing
17.013131,F,idle
17.013141,D,idle
17.013153,F,slurping,1
17.013166,D,slurping,2
17.013176,B,idle
17.013184,J,idle
17.013187,B,slurping,0
17.013208,J,slurping,1
17.013215,H,idle
17.013226,H,slurping,2
17.024137,K,swallowing
17.024154,I,swallowing
18.002757,C,idle
18.002779,E,idle
18.002786,C,slurping,0
18.002803,E,slurping,1
18.002813,A,idle
18.002831,G,idle
18.002846,G,slurping,0
18.002857,A,slurping,2
18.013227,F,swallowing
18.013241,D,swallowing
18.013254,B,swallowing
18.013285,J,swallowing
18.013293,H,swallowing
18.024223,K,idle
18.024239,I,idle
18.024244,K,slurping,1
18.024256,I,slurping,2
19.002904,C,swallowing
19.002921,A,swallowing
19.002945,G,swallowing
19.002952,E,swallowing
19.013326,F,idle
19.013331,H,idle
19.013351,F,slurping,0
19.013354,B,idle
19.013367,B,slurping,2
19.013374,J,idle
19.013384,J,slurping,0
19.013389,D,idle
19.013399,D,slurping,1
19.013404,H,slurping,1
19.024331,K,swallowing
19.024347,I,swallowing
20.003012,C,idle
20.003048,A,idle
20.003076,A,slurping,0
20.003087,C,slurping,2
20.003090,G,idle
20.003096,E,idle
20.003102,G,slurping,1
20.003110,E,slurping,2
20.013427,F,swallowing
20.013447,B,swallowing
20.013456,J,swallowing
20.013464,D,swallowing
20.013472,H,swallowing
20.024413,K,idle
20.024419,I,idle
20.024430,K,slurping,0
20.024435,I,slurping,1
21.003207,C,swallowing
21.003235,A,swallowing
21.003244,G,swallowing
21.003250,E,swallowing
21.013518,D,idle
21.013527,B,idle
21.013541,D,slurping,2
21.013548,B,slurping,0
21.013557,F,idle
21.013568,F,slurping,1
21.013573,H,idle
21.013583,H,slurping,2
21.013589,J,idle
21.013602,J,slurping,0
21.024514,K,swallowing
21.024523,I,swallowing
22.003319,C,idle
22.003337,A,idle
22.003350,C,slurping,1
22.003365,A,slurping,2
22.003376,G,idle
22.003384,E,idle
22.003387,G,slurping,0
22.003400,E,slurping,1
22.013619,D,swallowing
22.013639,B,swallowing
22.013648,F,swallowing
22.013656,H,swallowing
22.013662,J,swallowing
22.024586,K,idle
22.024594,I,idle
22.024602,K,slurping,2
22.024610,I,slurping,0
23.003471,C,swallowing
23.003484,A,swallowing
23.003496,G,swallowing
23.003507,E,swallowing
23.013701,D,idle
23.013711,J,idle
23.013722,D,slurping,1
23.013732,J,slurping,2
23.013741,B,idle
23.013755,F,idle
23.013760,B,slurping,0
23.013770,F,slurping,1
23.013777,H,idle
23.013786,H,slurping,2
23.024689,K,swallowing
23.024699,I,swallowing
24.003591,C,idle
24.003604,E,idle
24.003622,C,slurping,0
24.003644,E,slurping,1
24.003655,A,idle
24.003667,A,slurping,2
24.003672,G,idle
24.003690,G,slurping,0
24.013808,D,swallowing
24.013835,F,swallowing
24.013816,J,swallowing
24.013824,B,swallowing
24.013830,H,swallowing
24.024781,K,idle
24.024794,I,idle
24.024799,K,slurping,1
24.024814,I,slurping,2
25.003740,C,swallowing
25.003770,E,swallowing
25.003783,A,swallowing
25.003792,G,swallowing
25.013913,D,idle
25.013920,B,idle
25.013934,D,slurping,0
25.013940,B,slurping,1
25.013948,H,idle
25.013959,H,slurping,2
25.013965,J,idle
25.013978,J,slurping,0
25.013983,F,idle
25.013995,F,slurping,1
25.024901,K,swallowing
25.024915,I,swallowing
26.003861,C,idle
26.003874,E,idle
26.003891,C,slurping,2
26.003899,E,slurping,0
26.003910,A,idle
26.003921,A,slurping,1
26.003933,G,idle
26.003943,G,slurping,2
26.014021,H,swallowing
26.014028,F,swallowing
26.014031,D,swallowing
26.014038,B,swallowing
26.014044,J,swallowing
26.024976,K,idle
